station_id,station_name,station_latitude,station_longitude
SF-Q23-3,24th St BART Station,37.752,-122.419
SF-Q23-3,24th St at Bartlett St,37.752,-122.42
SF-Q26,23rd St at San Bruno Ave,37.755,-122.404
SF-Q26,Utah St at 24th St,37.753,-122.406
SF-Q3,Ortega St at 40th Ave,37.751,-122.498
SF-Q30,23rd St at Tennessee St,37.755,-122.389
SF-Q4,37th Ave at Ortega St,37.752,-122.496
SF-R19,Jersey St at Castro St,37.751,-122.434
SF-R20,Jersey St at Church St,37.751,-122.427
SF-R20,Jersey St at Church St,37.751,-122.428
SF-R24,Garfield Square (25th St at Harrison St),37.751,-122.412
SF-R26,Potrero del Sol Park (25th St at Utah St),37.752,-122.406
SF-R26,Potrero del Sol Park (25th St at Utah St),37.752,-122.405
SF-S21,Cesar Chavez St at Dolores St,37.748,-122.425
SF-S22-1,Valencia St at Cesar Chavez St,37.748,-122.42
SF-S22-2,Guerrero Park,37.746,-122.422
SF-S24,Precita Park,37.747,-122.411
SF-S29,Indiana St at Cesar Chavez St,37.75,-122.39
SF-S30,Illinois St at Cesar Chavez St,37.75,-122.387
SF-T20,29th St at Church St,37.744,-122.427
SF-T21,30th St at San Jose Ave,37.742,-122.423
SF-T22,29th St at Tiffany Ave,37.744,-122.422
SF-U21,Randall St at Chenery St,37.74,-122.425
SF-U30,Evans Ave at Newhall St,37.742,-122.387
SF-V28,Oakdale Ave at Phelps St,37.737,-122.395
SF-V28,Oakdale Ave at Phelps St,37.737,-122.394
SF-V29,Jerrold Ave at 3rd St,37.739,-122.39
SF-V30,Mendell St at Fairfax Ave,37.74,-122.386
SF-V30-1,Hudson Ave at 3rd St,37.741,-122.389
SF-V31,Evans Ave at Mendell St,37.74,-122.383
SF-V32,Heron's Head Park,37.741,-122.376
SF-V32,Heron's Head Park,37.74,-122.377
SF-W14,Gennessee St at Monterey Blvd,37.732,-122.451
SF-W19,Glen Park BART Station,37.733,-122.434
SF-W19-2,Arlington St at Roanoke St,37.735,-122.43
SF-W29,McKinnon Ave at 3rd St,37.736,-122.39
SF-W8,Eucalyptus Dr at 20th Ave,37.731,-122.476
SF-X14,Judson Ave at Gennessee St,37.728,-122.45
SF-X16,Detroit St at Hearst Ave,37.731,-122.444
SF-X19,Alemany Blvd at Silver Ave,37.73,-122.433
SF-X29,Quesada Ave at 3rd St,37.733,-122.391
SF-X30,Lane St at Revere Ave,37.732,-122.39
SF-Y14,Frida Kahlo Way at Cloud Cir,37.726,-122.452
SF-Y16,Balboa Park (San Jose Ave at Sgt. John V. Young Ln),37.725,-122.443
SF-Y18,Alemany Blvd at Francis St,37.727,-122.436
SF-Y18,Alemany Blvd at Francis St,37.727,-122.435
SF-Y25,Goettingen St at Bacon St,37.727,-122.407
SF-Y27,Williams Ave at Apollo St,37.73,-122.399
SF-Y29,Williams Ave at 3rd St,37.729,-122.393
SF-Y30,Jennings St at Revere Ave,37.729,-122.387
SF-Y7,SFSU University Park North - West,37.726,-122.479
SF-Y8,SFSU University Park North - East,37.726,-122.476
SF-Y8,SFSU University Park North - East,37.726,-122.477
SF-Z13,Brighton Ave at Ocean Ave,37.723,-122.455
SF-Z13,Brighton Ave at Ocean Ave,37.724,-122.455
SF-Z16,Delano Ave at Oneida Ave,37.722,-122.444
SF-Z28,Carroll Ave at 3rd St,37.725,-122.394
SF-Z6,Font Blvd at Arballo Dr,37.722,-122.483
SF-Z7,Holloway Ave at Arellano Ave,37.721,-122.479
SJ-C9,Metro Dr at Technology Dr,37.368,-121.919
SJ-D9,Skyport Dr at Technology Dr,37.365,-121.917
SJ-E10,Gish Rd at 1st St,37.362,-121.909
SJ-E9,Sonora Ave at 1st St,37.364,-121.912
SJ-F10,Kerley Dr at Rosemary St,37.361,-121.907
SJ-G10,1st St at Younger Ave,37.355,-121.904
SJ-G15,Mercado Way at Sierra Rd,37.371,-121.881
SJ-H10,Mission St at 1st St,37.351,-121.902
SJ-H11,Raymond Bernal Jr Memorial Park (8th St at Hedding St),37.357,-121.896
SJ-H12,10th St at Mission St,37.356,-121.892
SJ-H16,Berryessa BART Station (Mabury Rd at Lenfest Rd),37.365,-121.872
SJ-H17,Newbury Park Dr at King Rd,37.366,-121.868
SJ-H9,San Pedro St at Hedding St,37.353,-121.906
SJ-I10,5th St at Taylor St,37.351,-121.896
SJ-I11,Taylor St at 9th St,37.353,-121.892
SJ-I14,23rd St at Taylor St,37.36,-121.879
SJ-I5,Asbury St at The Alameda,37.338,-121.919
SJ-I9,George St at 1st St,37.348,-121.9
SJ-J10,Jackson St at 5th St,37.349,-121.895
SJ-J11,7th St at Empire St,37.348,-121.89
SJ-J12-1,10th St at Empire St,37.349,-121.888
SJ-J12-1,10th St at Empire St,37.35,-121.888
SJ-J12-2,Backesto Park (Jackson St at 13th St),37.353,-121.886
SJ-J6,Stockton Ave at Lenzen Ave,37.337,-121.909
SJ-J8,Autumn Parkway at Coleman Ave,37.341,-121.903
SJ-J9,Empire St at 1st St,37.345,-121.897
SJ-K10,2nd St at Julian St,37.341,-121.893
SJ-K11,Julian St at 6th St,37.343,-121.889
SJ-K5,Julian St at The Alameda,37.332,-121.912
SJ-K5,Julian St at The Alameda,37.332,-121.913
SJ-K6,W Julian St at N Morrison St,37.334,-121.909
SJ-K6,N Morrison Ave at W Julian St,37.334,-121.909
SJ-K9,Ryland Park,37.343,-121.896
SJ-L10,Saint James Park,37.339,-121.89
SJ-L11,St James St at 9th St,37.343,-121.885
SJ-L11,St James St at 9th St,37.343,-121.884
SJ-L12,N 14th St at E Santa Clara St,37.343,-121.877
SJ-L13,17th St at Santa Clara St,37.344,-121.874
SJ-L7-1,SAP Center,37.333,-121.9
SJ-L7-2,The Alameda at Bush St,37.332,-121.905
SJ-L9,San Pedro Square,37.337,-121.894
SJ-L9-2,Devine St at San Pedro St,37.339,-121.896
SJ-M10-1,San Jose City Hall,37.337,-121.887
SJ-M10-2,San Fernando St at 4th St,37.336,-121.886
SJ-M10-3,Paseo De San Antonio at 2nd St,37.334,-121.887
SJ-M10-4,Fountain Alley at S 2nd St,37.336,-121.889
SJ-M11-1,Santa Clara St at 7th St,37.339,-121.884
SJ-M11-2,San Fernando St at 7th St,37.337,-121.883
SJ-M11-3,9th St at San Fernando St,37.338,-121.881
SJ-M14,21st St at Santa Clara St,37.346,-121.871
SJ-M14,23rd St at Santa Clara St,37.346,-121.869
SJ-M4,San Carlos St at Meridian Ave,37.323,-121.913
SJ-M5,Park Ave at Race St,37.326,-121.912
SJ-M6,Cahill Park,37.329,-121.905
SJ-M6-2,Park Ave at Laurel Grove Ln,37.326,-121.905
SJ-M7-1,San Jose Diridon Station,37.33,-121.902
SJ-M8,Almaden Blvd at San Fernando St,37.331,-121.893
SJ-M8-1,Almaden Blvd at San Fernando St,37.331,-121.893
SJ-M8-2,Delmas Ave and San Fernando St,37.33,-121.898
SJ-M9-1,Market St at Park St,37.332,-121.89
SJ-M9-2,Santa Clara St at Almaden Blvd,37.334,-121.895
SJ-N10-1,4th St at San Carlos St,37.333,-121.884
SJ-N10-2,1st St at San Carlos St,37.331,-121.887
SJ-N10-3,5th St at San Salvador St,37.332,-121.882
SJ-N11,San Salvador St at 9th St,37.334,-121.877
SJ-N12-1,San Carlos St at 11th St,37.336,-121.877
SJ-N14,22nd St at William St,37.34,-121.864
SJ-N14-2,19th St at William St,37.338,-121.867
SJ-N14-2,19th St at William St,37.339,-121.867
SJ-N5,Sunol St at San Carlos St,37.323,-121.906
SJ-N5-2,Auzerais Ave at Lincoln Ave,37.321,-121.908
SJ-N6,Auzerais Ave at Los Gatos Creek Trail,37.321,-121.903
SJ-N7,Columbia Ave at Bird Ave,37.324,-121.9
SJ-N9,San Carlos St at Market St,37.331,-121.889
SJ-O10,Pierce Ave at Market St,37.327,-121.885
SJ-O10,Pierce Ave at Market St,37.328,-121.885
SJ-O11,William St at 10th St,37.333,-121.876
SJ-O12,William St at 10th St,37.333,-121.876
SJ-O4,Parkmoor Ave at Race St,37.317,-121.91
SJ-O9,Almaden Blvd at Balbach St,37.327,-121.889
SJ-P10,5th St at Virginia St,37.326,-121.877
SJ-P10-2,E Virginia St at S 2nd St,37.324,-121.881
SJ-P6,Bird Ave at Coe Ave,37.315,-121.898
SJ-P7,Delmas Ave at Virginia St,37.32,-121.893
SJ-P8,Locust St at Grant St,37.323,-121.888
SJ-P9,Oak St at 1st St,37.322,-121.881
SJ-Q10,3rd St at Keyes St,37.321,-121.876
SJ-Q11,Bestor Art Park,37.323,-121.874
SJ-Q11,Bestor Art Park,37.324,-121.874
SJ-Q4,Willow St at Blewett Ave,37.309,-121.9
SJ-Q5,Bird Ave at Willow St,37.311,-121.896
SJ-Q8,Palm St at Willow St,37.317,-121.885
SJ-Q9,Willow St at Vine St,37.318,-121.883
SJ-R11,South San Jose State (7th St at Humboldt St),37.32,-121.87
Sf-Z17,Alemany Blvd at Ocean Ave,37.723,-122.438
