date,open,high,low,close,adj_close,volume
2024-08-05,185.22,203.88,182.00,198.88,198.88,100308800
2024-08-06,200.75,202.90,192.67,200.64,200.64,73783900
2024-08-07,200.77,203.49,191.48,191.76,191.76,71159800
2024-08-08,195.70,200.70,192.04,198.84,198.84,65033900
2024-08-09,197.05,200.88,195.11,200.00,200.00,58648300
2024-08-12,199.02,199.26,194.67,197.49,197.49,64044900
2024-08-13,198.47,208.49,197.06,207.83,207.83,76247400
2024-08-14,207.39,208.44,198.75,201.38,201.38,70250000
2024-08-15,205.02,215.88,204.82,214.14,214.14,89848500
2024-08-16,211.15,219.80,210.80,216.12,216.12,88765100
2024-08-19,217.07,222.98,214.09,222.72,222.72,76435200
2024-08-20,224.88,228.22,219.56,221.10,221.10,74001200
2024-08-21,222.67,224.66,218.86,223.27,223.27,70146000
2024-08-22,223.82,224.80,210.32,210.66,210.66,79514500
2024-08-23,214.46,221.48,214.21,220.32,220.32,81525200
2024-08-26,218.75,219.09,211.01,213.21,213.21,59301200
2024-08-27,213.25,215.66,206.94,209.21,209.21,62821400
2024-08-28,209.72,211.84,202.59,205.75,205.75,64116400
2024-08-29,209.80,214.89,205.97,206.28,206.28,62308800
2024-08-30,208.63,214.57,207.03,214.11,214.11,63370600
2024-09-03,215.26,219.90,209.64,210.60,210.60,76714200
2024-09-04,210.59,222.22,210.57,219.41,219.41,80651800
2024-09-05,223.49,235.00,222.25,230.17,230.17,119355000
2024-09-06,232.60,233.60,210.51,210.73,210.73,112177000
2024-09-09,216.20,219.87,213.67,216.27,216.27,67443500
2024-09-10,220.07,226.40,218.64,226.17,226.17,78891100
2024-09-11,224.55,228.47,216.80,228.13,228.13,83548600
2024-09-12,224.66,231.45,223.83,229.81,229.81,72020000
2024-09-13,228.00,232.67,226.32,230.29,230.29,59515100
2024-09-16,229.30,229.96,223.53,226.78,226.78,54323000
2024-09-17,229.45,234.57,226.55,227.87,227.87,66761600
2024-09-18,230.09,235.68,226.88,227.20,227.20,78010200
2024-09-19,234.00,244.24,232.13,243.92,243.92,102694600
2024-09-20,241.52,243.99,235.92,238.25,238.25,99879100
2024-09-23,242.61,250.00,241.92,250.00,250.00,86927200
2024-09-24,254.08,257.19,249.05,254.27,254.27,88491000
2024-09-25,252.54,257.05,252.28,257.02,257.02,65034300
2024-09-26,260.60,261.75,251.53,254.22,254.22,67142200
2024-09-27,257.38,260.70,254.12,260.46,260.46,70988100
2024-09-30,259.04,264.86,255.77,261.63,261.63,80705700
2024-10-01,262.67,263.98,248.53,258.02,258.02,87397600
2024-10-02,247.55,251.16,241.50,249.02,249.02,93983900
2024-10-03,244.48,249.79,237.81,240.66,240.66,80729200
2024-10-04,246.69,250.96,244.58,250.08,250.08,86573200
2024-10-07,249.00,249.83,240.70,240.83,240.83,68113300
2024-10-08,243.56,246.21,240.56,244.50,244.50,56303200
2024-10-09,243.82,247.43,239.51,241.05,241.05,66289500
2024-10-10,241.81,242.79,232.34,238.77,238.77,83087100
2024-10-11,220.13,223.34,214.38,217.80,217.80,142628900
2024-10-14,220.13,221.91,213.74,219.16,219.16,86291900
2024-10-15,220.01,224.26,217.12,219.57,219.57,62988800
2024-10-16,221.40,222.82,218.93,221.33,221.33,49632800
2024-10-17,221.59,222.08,217.90,220.89,220.89,50791800
2024-10-18,220.71,222.28,219.23,220.70,220.70,49611900
2024-10-21,218.90,220.48,215.73,218.85,218.85,47329000
2024-10-22,217.31,218.22,215.26,217.97,217.97,43268700
2024-10-23,217.13,218.72,212.11,213.65,213.65,80938900
2024-10-24,244.68,262.12,242.65,260.48,260.48,204491900
2024-10-25,256.01,269.49,255.32,269.19,269.19,161611900
2024-10-28,270.00,273.54,262.24,262.51,262.51,107653600
2024-10-29,264.51,264.98,255.51,259.52,259.52,80521800
2024-10-30,258.04,263.35,255.82,257.55,257.55,53993600
2024-10-31,257.99,259.75,249.25,249.85,249.85,66575300
2024-11-01,252.04,254.00,246.63,248.98,248.98,57544800
2024-11-04,244.56,248.90,238.88,242.84,242.84,68802400
2024-11-05,247.34,255.28,246.21,251.44,251.44,69282500
2024-11-06,284.67,289.59,275.62,288.53,288.53,165228700
2024-11-07,288.89,299.75,285.52,296.91,296.91,117309200
2024-11-08,299.14,328.71,297.66,321.22,321.22,204782800
2024-11-11,346.30,358.64,336.00,350.00,350.00,210521600
2024-11-12,342.74,345.84,323.31,328.49,328.49,155726000
2024-11-13,335.85,344.60,322.50,330.24,330.24,125405600
2024-11-14,327.69,329.98,310.37,311.18,311.18,120726100
2024-11-15,310.57,324.68,309.22,320.72,320.72,114440300
2024-11-18,340.73,348.55,330.01,338.74,338.74,126547500
2024-11-19,335.76,347.38,332.75,346.00,346.00,88852500
2024-11-20,345.00,346.60,334.30,342.03,342.03,66340700
2024-11-21,343.81,347.99,335.28,339.64,339.64,58011700
2024-11-22,341.09,361.53,337.70,352.56,352.56,89140700
2024-11-25,360.14,361.93,338.20,338.59,338.59,95890900
2024-11-26,341.00,346.96,335.66,338.23,338.23,62295900
2024-11-27,341.80,342.55,326.59,332.89,332.89,57896400
2024-11-29,336.08,345.45,334.65,345.16,345.16,37167600
2024-12-02,352.38,360.00,351.15,357.09,357.09,77986500
2024-12-03,351.80,355.69,348.20,351.42,351.42,58267200
2024-12-04,353.00,358.10,348.60,357.93,357.93,50810900
2024-12-05,359.87,375.43,359.50,369.49,369.49,81403600
2024-12-06,377.42,389.49,370.80,389.22,389.22,81455800
2024-12-09,397.61,404.80,378.01,389.79,389.79,96359200
2024-12-10,392.68,409.73,390.85,400.99,400.99,97563600
2024-12-11,409.70,424.88,402.38,424.77,424.77,104287600
2024-12-12,424.84,429.30,415.00,418.10,418.10,87752200
2024-12-13,420.00,436.30,415.71,436.23,436.23,89000200
2024-12-16,441.09,463.19,436.15,463.02,463.02,114083800
2024-12-17,475.90,483.99,457.51,479.86,479.86,131223000
2024-12-18,466.50,488.54,427.01,440.13,440.13,149340800
2024-12-19,451.88,456.36,420.02,436.17,436.17,118566100
2024-12-20,425.51,447.08,417.64,421.06,421.06,132216200
2024-12-23,431.00,434.51,415.41,430.60,430.60,72698100
2024-12-24,435.90,462.78,435.14,462.28,462.28,59551800
2024-12-26,465.16,465.33,451.02,454.13,454.13,76366400
2024-12-27,449.52,450.00,426.50,431.66,431.66,82666800
2024-12-30,419.40,427.00,415.75,417.41,417.41,64941000
